"","Datum (svensk sommartid)","Vattenföring","Kvalitet"
"4319","1921-10-28",91,"G"
"4320","1921-10-29",92,"G"
"4321","1921-10-30",95,"G"
"4322","1921-10-31",86,"G"
"4323","1921-11-01",84,"G"
"4324","1921-11-02",88,"G"
"4325","1921-11-03",82,"G"
"4326","1921-11-04",50,"G"
"4327","1921-11-05",49,"G"
"4328","1921-11-06",49,"G"
"4329","1921-11-07",48,"G"
"4330","1921-11-08",48,"G"
"4331","1921-11-09",47,"G"
"4332","1921-11-10",46,"G"
"4333","1921-11-11",45,"G"
"4334","1921-11-12",45,"G"
"4335","1921-11-13",44,"G"
"4336","1921-11-14",43,"G"
"4337","1921-11-15",43,"G"
"4338","1921-11-16",42,"G"
"4339","1921-11-17",41,"G"
"4340","1921-11-18",41,"G"
"4341","1921-11-19",40,"G"
"4342","1921-11-20",40,"G"
"4343","1921-11-21",39,"G"
"4344","1921-11-22",38,"G"
"4345","1921-11-23",38,"G"
"4346","1921-11-24",37,"G"
"4347","1921-11-25",37,"G"
"4348","1921-11-26",36,"G"
"4349","1921-11-27",36,"G"
"4350","1921-11-28",35,"G"
"4351","1921-11-29",34,"G"
"4352","1921-11-30",34,"G"
"4353","1921-12-01",33,"G"
"4354","1921-12-02",33,"G"
"4355","1921-12-03",32,"G"
"4356","1921-12-04",32,"G"
"4357","1921-12-05",32,"G"
"4358","1921-12-06",31,"G"
"4359","1921-12-07",31,"G"
"4360","1921-12-08",31,"G"
"4361","1921-12-09",30,"G"
"4362","1921-12-10",30,"G"
"4363","1921-12-11",30,"G"
"4364","1921-12-12",30,"G"
"4365","1921-12-13",30,"G"
"4366","1921-12-14",30,"G"
"4367","1921-12-15",30,"G"
"4368","1921-12-16",29,"G"
"4369","1921-12-17",29,"G"
"4370","1921-12-18",29,"G"
"4371","1921-12-19",29,"G"
"4372","1921-12-20",29,"G"
"4373","1921-12-21",29,"G"
"4374","1921-12-22",29,"G"
"4375","1921-12-23",28,"G"
"4376","1921-12-24",28,"G"
"4377","1921-12-25",28,"G"
"4378","1921-12-26",28,"G"
"4379","1921-12-27",28,"G"
"4380","1921-12-28",28,"G"
"4381","1921-12-29",28,"G"
"4382","1921-12-30",28,"G"
"4383","1921-12-31",28,"G"
"4384","1922-01-01",28,"G"
"4385","1922-01-02",28,"G"
"4386","1922-01-03",28,"G"
"4387","1922-01-04",28,"G"
"4388","1922-01-05",28,"G"
"4389","1922-01-06",27,"G"
"4390","1922-01-07",27,"G"
"4391","1922-01-08",27,"G"
"4392","1922-01-09",27,"G"
"4393","1922-01-10",27,"G"
"4394","1922-01-11",27,"G"
"4395","1922-01-12",27,"G"
"4396","1922-01-13",27,"G"
"4397","1922-01-14",27,"G"
"4398","1922-01-15",27,"G"
"4399","1922-01-16",27,"G"
"4400","1922-01-17",27,"G"
"4401","1922-01-18",27,"G"
"4402","1922-01-19",27,"G"
"4403","1922-01-20",27,"G"
"4404","1922-01-21",27,"G"
"4405","1922-01-22",27,"G"
"4406","1922-01-23",27,"G"
"4407","1922-01-24",27,"G"
"4408","1922-01-25",27,"G"
"4409","1922-01-26",27,"G"
"4410","1922-01-27",27,"G"
"4411","1922-01-28",27,"G"
"4412","1922-01-29",27,"G"
"4413","1922-01-30",27,"G"
"4414","1922-01-31",27,"G"
"4415","1922-02-01",27,"G"
"4416","1922-02-02",27,"G"
"4417","1922-02-03",27,"G"
"4418","1922-02-04",27,"G"
"4419","1922-02-05",27,"G"
"4420","1922-02-06",27,"G"
"4421","1922-02-07",27,"G"
"4422","1922-02-08",27,"G"
"4423","1922-02-09",27,"G"
"4424","1922-02-10",27,"G"
"4425","1922-02-11",27,"G"
"4426","1922-02-12",27,"G"
"4427","1922-02-13",27,"G"
"4428","1922-02-14",27,"G"
"4429","1922-02-15",27,"G"
"4430","1922-02-16",27,"G"
"4431","1922-02-17",27,"G"
"4432","1922-02-18",27,"G"
"4433","1922-02-19",27,"G"
"4434","1922-02-20",27,"G"
"4435","1922-02-21",27,"G"
"4436","1922-02-22",27,"G"
"4437","1922-02-23",27,"G"
"4438","1922-02-24",27,"G"
"4439","1922-02-25",27,"G"
"4440","1922-02-26",27,"G"
"4441","1922-02-27",27,"G"
"4442","1922-02-28",27,"G"
"4443","1922-03-01",27,"G"
"4444","1922-03-02",27,"G"
"4445","1922-03-03",27,"G"
"4446","1922-03-04",27,"G"
"4447","1922-03-05",27,"G"
"4448","1922-03-06",27,"G"
"4449","1922-03-07",27,"G"
"4450","1922-03-08",27,"G"
"4451","1922-03-09",27,"G"
"4452","1922-03-10",27,"G"
"4453","1922-03-11",27,"G"
"4454","1922-03-12",27,"G"
"4455","1922-03-13",27,"G"
"4456","1922-03-14",27,"G"
"4457","1922-03-15",27,"G"
"4458","1922-03-16",27,"G"
"4459","1922-03-17",26,"G"
"4460","1922-03-18",26,"G"
"4461","1922-03-19",26,"G"
"4462","1922-03-20",26,"G"
"4463","1922-03-21",26,"G"
"4464","1922-03-22",26,"G"
"4465","1922-03-23",26,"G"
"4466","1922-03-24",25,"G"
"4467","1922-03-25",25,"G"
"4468","1922-03-26",25,"G"
"4469","1922-03-27",25,"G"
"4470","1922-03-28",25,"G"
"4471","1922-03-29",25,"G"
"4472","1922-03-30",25,"G"
"4473","1922-03-31",25,"G"
"4474","1922-04-01",25,"G"
"4475","1922-04-02",25,"G"
"4476","1922-04-03",25,"G"
"4477","1922-04-04",25,"G"
"4478","1922-04-05",25,"G"
"4479","1922-04-06",25,"G"
"4480","1922-04-07",24,"G"
"4481","1922-04-08",24,"G"
"4482","1922-04-09",24,"G"
"4483","1922-04-10",23,"G"
"4484","1922-04-11",23,"G"
"4485","1922-04-12",24,"G"
"4486","1922-04-13",24,"G"
"4487","1922-04-14",25,"G"
"4488","1922-04-15",26,"G"
"4489","1922-04-16",27,"G"
"4490","1922-04-17",28,"G"
"4491","1922-04-18",30,"G"
"4492","1922-04-19",55,"G"
"4493","1922-04-20",70,"G"
"4494","1922-04-21",80,"G"
"4495","1922-04-22",90,"G"
"4496","1922-04-23",100,"G"
"4497","1922-04-24",105,"G"
"4498","1922-04-25",110,"G"
"4499","1922-04-26",120,"G"
"4500","1922-04-27",131,"G"
"4501","1922-04-28",142,"G"
"4502","1922-04-29",183,"G"
"4503","1922-04-30",179,"G"
"4504","1922-05-01",196,"G"
"4505","1922-05-02",220,"G"
"4506","1922-05-03",280,"G"
"4507","1922-05-04",327,"G"
"4508","1922-05-05",369,"G"
"4509","1922-05-06",400,"G"
"4510","1922-05-07",413,"G"
"4511","1922-05-08",435,"G"
"4512","1922-05-09",500,"G"
"4513","1922-05-10",581,"G"
"4514","1922-05-11",567,"G"
"4515","1922-05-12",492,"G"
"4516","1922-05-13",388,"G"
"4517","1922-05-14",338,"G"
"4518","1922-05-15",301,"G"
"4519","1922-05-16",282,"G"
"4520","1922-05-17",292,"G"
"4521","1922-05-18",292,"G"
"4522","1922-05-19",284,"G"
"4523","1922-05-20",327,"G"
"4524","1922-05-21",386,"G"
"4525","1922-05-22",425,"G"
"4526","1922-05-23",413,"G"
"4527","1922-05-24",418,"G"
"4528","1922-05-25",469,"G"
"4529","1922-05-26",474,"G"
"4530","1922-05-27",469,"G"
"4531","1922-05-28",443,"G"
"4532","1922-05-29",408,"G"
"4533","1922-05-30",367,"G"
"4534","1922-05-31",352,"G"
"4535","1922-06-01",323,"G"
"4536","1922-06-02",292,"G"
"4537","1922-06-03",267,"G"
"4538","1922-06-04",255,"G"
"4539","1922-06-05",239,"G"
"4540","1922-06-06",217,"G"
"4541","1922-06-07",213,"G"
"4542","1922-06-08",204,"G"
"4543","1922-06-09",197,"G"
"4544","1922-06-10",191,"G"
"4545","1922-06-11",179,"G"
"4546","1922-06-12",171,"G"
"4547","1922-06-13",163,"G"
"4548","1922-06-14",163,"G"
"4549","1922-06-15",157,"G"
"4550","1922-06-16",155,"G"
"4551","1922-06-17",154,"G"
"4552","1922-06-18",149,"G"
"4553","1922-06-19",146,"G"
"4554","1922-06-20",145,"G"
"4555","1922-06-21",141,"G"
"4556","1922-06-22",135,"G"
"4557","1922-06-23",128,"G"
"4558","1922-06-24",125,"G"
"4559","1922-06-25",121,"G"
"4560","1922-06-26",121,"G"
"4561","1922-06-27",123,"G"
"4562","1922-06-28",128,"G"
"4563","1922-06-29",135,"G"
"4564","1922-06-30",135,"G"
"4565","1922-07-01",129,"G"
"4566","1922-07-02",125,"G"
"4567","1922-07-03",123,"G"
"4568","1922-07-04",125,"G"
"4569","1922-07-05",145,"G"
"4570","1922-07-06",191,"G"
"4571","1922-07-07",208,"G"
"4572","1922-07-08",219,"G"
"4573","1922-07-09",232,"G"
"4574","1922-07-10",213,"G"
"4575","1922-07-11",217,"G"
"4576","1922-07-12",276,"G"
"4577","1922-07-13",284,"G"
"4578","1922-07-14",239,"G"
"4579","1922-07-15",204,"G"
"4580","1922-07-16",179,"G"
"4581","1922-07-17",165,"G"
"4582","1922-07-18",159,"G"
"4583","1922-07-19",149,"G"
"4584","1922-07-20",142,"G"
"4585","1922-07-21",136,"G"
"4586","1922-07-22",128,"G"
"4587","1922-07-23",121,"G"
"4588","1922-07-24",134,"G"
"4589","1922-07-25",151,"G"
"4590","1922-07-26",179,"G"
"4591","1922-07-27",183,"G"
"4592","1922-07-28",184,"G"
"4593","1922-07-29",186,"G"
"4594","1922-07-30",186,"G"
"4595","1922-07-31",191,"G"
"4596","1922-08-01",183,"G"
"4597","1922-08-02",173,"G"
"4598","1922-08-03",167,"G"
"4599","1922-08-04",165,"G"
"4600","1922-08-05",167,"G"
"4601","1922-08-06",171,"G"
"4602","1922-08-07",170,"G"
"4603","1922-08-08",163,"G"
"4604","1922-08-09",157,"G"
"4605","1922-08-10",163,"G"
"4606","1922-08-11",178,"G"
"4607","1922-08-12",179,"G"
"4608","1922-08-13",165,"G"
"4609","1922-08-14",151,"G"
"4610","1922-08-15",152,"G"
"4611","1922-08-16",157,"G"
"4612","1922-08-17",168,"G"
"4613","1922-08-18",176,"G"
"4614","1922-08-19",189,"G"
"4615","1922-08-20",217,"G"
"4616","1922-08-21",215,"G"
"4617","1922-08-22",196,"G"
"4618","1922-08-23",179,"G"
"4619","1922-08-24",183,"G"
"4620","1922-08-25",228,"G"
"4621","1922-08-26",338,"G"
"4622","1922-08-27",376,"G"
"4623","1922-08-28",341,"G"
"4624","1922-08-29",288,"G"
"4625","1922-08-30",239,"G"
"4626","1922-08-31",211,"G"
"4627","1922-09-01",192,"G"
"4628","1922-09-02",181,"G"
"4629","1922-09-03",170,"G"
"4630","1922-09-04",160,"G"
"4631","1922-09-05",152,"G"
"4632","1922-09-06",145,"G"
"4633","1922-09-07",136,"G"
"4634","1922-09-08",129,"G"
"4635","1922-09-09",124,"G"
"4636","1922-09-10",118,"G"
"4637","1922-09-11",112,"G"
"4638","1922-09-12",108,"G"
"4639","1922-09-13",105,"G"
"4640","1922-09-14",100,"G"
"4641","1922-09-15",100,"G"
"4642","1922-09-16",102,"G"
"4643","1922-09-17",101,"G"
"4644","1922-09-18",106,"G"
"4645","1922-09-19",148,"G"
"4646","1922-09-20",157,"G"
"4647","1922-09-21",178,"G"
"4648","1922-09-22",186,"G"
"4649","1922-09-23",176,"G"
"4650","1922-09-24",155,"G"
"4651","1922-09-25",139,"G"
"4652","1922-09-26",125,"G"
"4653","1922-09-27",119,"G"
"4654","1922-09-28",111,"G"
"4655","1922-09-29",105,"G"
"4656","1922-09-30",100,"G"
"4657","1922-10-01",95,"G"
"4658","1922-10-02",91,"G"
"4659","1922-10-03",90,"G"
"4660","1922-10-04",91,"G"
"4661","1922-10-05",105,"G"
"4662","1922-10-06",111,"G"
"4663","1922-10-07",107,"G"
"4664","1922-10-08",101,"G"
"4665","1922-10-09",96,"G"
"4666","1922-10-10",92,"G"
"4667","1922-10-11",89,"G"
"4668","1922-10-12",86,"G"
"4669","1922-10-13",83,"G"
"4670","1922-10-14",82,"G"
"4671","1922-10-15",81,"G"
"4672","1922-10-16",80,"G"
"4673","1922-10-17",80,"G"
"4674","1922-10-18",79,"G"
"4675","1922-10-19",78,"G"
"4676","1922-10-20",76,"G"
"4677","1922-10-21",74,"G"
"4678","1922-10-22",73,"G"
"4679","1922-10-23",70,"G"
"4680","1922-10-24",67,"G"
"4681","1922-10-25",61,"G"
"4682","1922-10-26",56,"G"
"4683","1922-10-27",48,"G"
"4684","1922-10-28",42,"G"
"4685","1922-10-29",40,"G"
"4686","1922-10-30",37,"G"
"4687","1922-10-31",37,"G"
"4688","1922-11-01",37,"G"
"4689","1922-11-02",37,"G"
"4690","1922-11-03",37,"G"
"4691","1922-11-04",37,"G"
"4692","1922-11-05",37,"G"
"4693","1922-11-06",37,"G"
"4694","1922-11-07",37,"G"
"4695","1922-11-08",37,"G"
"4696","1922-11-09",45,"G"
"4697","1922-11-10",44,"G"
"4698","1922-11-11",43,"G"
"4699","1922-11-12",42,"G"
"4700","1922-11-13",41,"G"
"4701","1922-11-14",41,"G"
"4702","1922-11-15",40,"G"
"4703","1922-11-16",39,"G"
"4704","1922-11-17",39,"G"
"4705","1922-11-18",38,"G"
"4706","1922-11-19",37,"G"
"4707","1922-11-20",37,"G"
"4708","1922-11-21",36,"G"
"4709","1922-11-22",35,"G"
"4710","1922-11-23",35,"G"
"4711","1922-11-24",34,"G"
"4712","1922-11-25",33,"G"
"4713","1922-11-26",33,"G"
"4714","1922-11-27",32,"G"
"4715","1922-11-28",32,"G"
"4716","1922-11-29",32,"G"
"4717","1922-11-30",31,"G"
"4718","1922-12-01",31,"G"
"4719","1922-12-02",30,"G"
"4720","1922-12-03",30,"G"
"4721","1922-12-04",30,"G"
"4722","1922-12-05",29,"G"
"4723","1922-12-06",29,"G"
"4724","1922-12-07",29,"G"
"4725","1922-12-08",29,"G"
"4726","1922-12-09",29,"G"
"4727","1922-12-10",29,"G"
"4728","1922-12-11",28,"G"
"4729","1922-12-12",28,"G"
"4730","1922-12-13",28,"G"
"4731","1922-12-14",28,"G"
"4732","1922-12-15",28,"G"
"4733","1922-12-16",28,"G"
"4734","1922-12-17",28,"G"
"4735","1922-12-18",29,"G"
"4736","1922-12-19",29,"G"
"4737","1922-12-20",30,"G"
"4738","1922-12-21",30,"G"
"4739","1922-12-22",30,"G"
"4740","1922-12-23",31,"G"
"4741","1922-12-24",31,"G"
"4742","1922-12-25",31,"G"
"4743","1922-12-26",31,"G"
"4744","1922-12-27",31,"G"
"4745","1922-12-28",32,"G"
"4746","1922-12-29",32,"G"
"4747","1922-12-30",32,"G"
"4748","1922-12-31",32,"G"
"4749","1923-01-01",33,"G"
"4750","1923-01-02",34,"G"
"4751","1923-01-03",36,"G"
"4752","1923-01-04",39,"G"
"4753","1923-01-05",42,"G"
"4754","1923-01-06",46,"G"
"4755","1923-01-07",50,"G"
"4756","1923-01-08",55,"G"
"4757","1923-01-09",54,"G"
"4758","1923-01-10",53,"G"
"4759","1923-01-11",51,"G"
"4760","1923-01-12",50,"G"
"4761","1923-01-13",49,"G"
"4762","1923-01-14",48,"G"
"4763","1923-01-15",46,"G"
"4764","1923-01-16",45,"G"
"4765","1923-01-17",44,"G"
"4766","1923-01-18",43,"G"
"4767","1923-01-19",42,"G"
"4768","1923-01-20",40,"G"
"4769","1923-01-21",39,"G"
"4770","1923-01-22",38,"G"
"4771","1923-01-23",37,"G"
"4772","1923-01-24",36,"G"
"4773","1923-01-25",35,"G"
"4774","1923-01-26",34,"G"
"4775","1923-01-27",33,"G"
"4776","1923-01-28",32,"G"
"4777","1923-01-29",32,"G"
"4778","1923-01-30",31,"G"
"4779","1923-01-31",30,"G"
"4780","1923-02-01",30,"G"
"4781","1923-02-02",29,"G"
"4782","1923-02-03",29,"G"
"4783","1923-02-04",28,"G"
"4784","1923-02-05",28,"G"
"4785","1923-02-06",28,"G"
"4786","1923-02-07",27,"G"
"4787","1923-02-08",27,"G"
"4788","1923-02-09",27,"G"
"4789","1923-02-10",27,"G"
"4790","1923-02-11",26,"G"
"4791","1923-02-12",26,"G"
"4792","1923-02-13",26,"G"
"4793","1923-02-14",26,"G"
"4794","1923-02-15",26,"G"
"4795","1923-02-16",25,"G"
"4796","1923-02-17",25,"G"
"4797","1923-02-18",25,"G"
"4798","1923-02-19",24,"G"
"4799","1923-02-20",24,"G"
"4800","1923-02-21",24,"G"
"4801","1923-02-22",24,"G"
"4802","1923-02-23",24,"G"
"4803","1923-02-24",23,"G"
"4804","1923-02-25",23,"G"
"4805","1923-02-26",23,"G"
"4806","1923-02-27",22,"G"
"4807","1923-02-28",22,"G"
"4808","1923-03-01",22,"G"
"4809","1923-03-02",22,"G"
"4810","1923-03-03",22,"G"
"4811","1923-03-04",21,"G"
"4812","1923-03-05",21,"G"
"4813","1923-03-06",21,"G"
"4814","1923-03-07",21,"G"
"4815","1923-03-08",21,"G"
"4816","1923-03-09",20,"G"
"4817","1923-03-10",20,"G"
"4818","1923-03-11",20,"G"
"4819","1923-03-12",20,"G"
"4820","1923-03-13",20,"G"
"4821","1923-03-14",20,"G"
"4822","1923-03-15",20,"G"
"4823","1923-03-16",20,"G"
"4824","1923-03-17",20,"G"
"4825","1923-03-18",20,"G"
"4826","1923-03-19",20,"G"
"4827","1923-03-20",19,"G"
"4828","1923-03-21",19,"G"
"4829","1923-03-22",19,"G"
"4830","1923-03-23",19,"G"
"4831","1923-03-24",19,"G"
"4832","1923-03-25",19,"G"
"4833","1923-03-26",19,"G"
"4834","1923-03-27",20,"G"
"4835","1923-03-28",20,"G"
"4836","1923-03-29",20,"G"
"4837","1923-03-30",20,"G"
"4838","1923-03-31",21,"G"
"4839","1923-04-01",25,"G"
"4840","1923-04-02",32,"G"
"4841","1923-04-03",38,"G"
"4842","1923-04-04",46,"G"
"4843","1923-04-05",49,"G"
"4844","1923-04-06",52,"G"
"4845","1923-04-07",54,"G"
"4846","1923-04-08",52,"G"
"4847","1923-04-09",50,"G"
"4848","1923-04-10",49,"G"
"4849","1923-04-11",52,"G"
"4850","1923-04-12",54,"G"
"4851","1923-04-13",56,"G"
"4852","1923-04-14",58,"G"
"4853","1923-04-15",60,"G"
"4854","1923-04-16",62,"G"
"4855","1923-04-17",64,"G"
"4856","1923-04-18",66,"G"
"4857","1923-04-19",69,"G"
"4858","1923-04-20",67,"G"
"4859","1923-04-21",66,"G"
"4860","1923-04-22",64,"G"
"4861","1923-04-23",63,"G"
"4862","1923-04-24",61,"G"
"4863","1923-04-25",60,"G"
"4864","1923-04-26",63,"G"
"4865","1923-04-27",56,"G"
"4866","1923-04-28",56,"G"
"4867","1923-04-29",64,"G"
"4868","1923-04-30",65,"G"
"4869","1923-05-01",66,"G"
"4870","1923-05-02",74,"G"
"4871","1923-05-03",81,"G"
"4872","1923-05-04",89,"G"
"4873","1923-05-05",92,"G"
"4874","1923-05-06",118,"G"
"4875","1923-05-07",148,"G"
"4876","1923-05-08",208,"G"
"4877","1923-05-09",301,"G"
"4878","1923-05-10",323,"G"
"4879","1923-05-11",278,"G"
"4880","1923-05-12",278,"G"
"4881","1923-05-13",273,"G"
"4882","1923-05-14",301,"G"
"4883","1923-05-15",341,"G"
"4884","1923-05-16",360,"G"
"4885","1923-05-17",332,"G"
"4886","1923-05-18",403,"G"
"4887","1923-05-19",482,"G"
"4888","1923-05-20",461,"G"
"4889","1923-05-21",453,"G"
"4890","1923-05-22",430,"G"
"4891","1923-05-23",482,"G"
"4892","1923-05-24",559,"G"
"4893","1923-05-25",559,"G"
"4894","1923-05-26",484,"G"
"4895","1923-05-27",428,"G"
"4896","1923-05-28",413,"G"
"4897","1923-05-29",410,"G"
"4898","1923-05-30",396,"G"
"4899","1923-05-31",352,"G"
"4900","1923-06-01",341,"G"
"4901","1923-06-02",332,"G"
"4902","1923-06-03",336,"G"
"4903","1923-06-04",336,"G"
"4904","1923-06-05",309,"G"
"4905","1923-06-06",284,"G"
"4906","1923-06-07",259,"G"
"4907","1923-06-08",297,"G"
"4908","1923-06-09",267,"G"
"4909","1923-06-10",251,"G"
"4910","1923-06-11",267,"G"
"4911","1923-06-12",276,"G"
"4912","1923-06-13",284,"G"
"4913","1923-06-14",294,"G"
"4914","1923-06-15",271,"G"
"4915","1923-06-16",259,"G"
"4916","1923-06-17",263,"G"
"4917","1923-06-18",261,"G"
"4918","1923-06-19",253,"G"
"4919","1923-06-20",255,"G"
"4920","1923-06-21",255,"G"
"4921","1923-06-22",261,"G"
"4922","1923-06-23",271,"G"
"4923","1923-06-24",247,"G"
"4924","1923-06-25",224,"G"
"4925","1923-06-26",206,"G"
"4926","1923-06-27",196,"G"
"4927","1923-06-28",206,"G"
"4928","1923-06-29",194,"G"
"4929","1923-06-30",187,"G"
"4930","1923-07-01",196,"G"
"4931","1923-07-02",186,"G"
"4932","1923-07-03",176,"G"
"4933","1923-07-04",173,"G"
"4934","1923-07-05",165,"G"
"4935","1923-07-06",163,"G"
"4936","1923-07-07",160,"G"
"4937","1923-07-08",160,"G"
"4938","1923-07-09",163,"G"
"4939","1923-07-10",162,"G"
"4940","1923-07-11",160,"G"
"4941","1923-07-12",155,"G"
"4942","1923-07-13",154,"G"
"4943","1923-07-14",149,"G"
"4944","1923-07-15",142,"G"
"4945","1923-07-16",136,"G"
"4946","1923-07-17",134,"G"
"4947","1923-07-18",131,"G"
"4948","1923-07-19",131,"G"
"4949","1923-07-20",138,"G"
"4950","1923-07-21",134,"G"
"4951","1923-07-22",128,"G"
"4952","1923-07-23",125,"G"
"4953","1923-07-24",121,"G"
"4954","1923-07-25",118,"G"
"4955","1923-07-26",114,"G"
"4956","1923-07-27",114,"G"
"4957","1923-07-28",110,"G"
"4958","1923-07-29",110,"G"
"4959","1923-07-30",108,"G"
"4960","1923-07-31",114,"G"
"4961","1923-08-01",114,"G"
"4962","1923-08-02",118,"G"
"4963","1923-08-03",118,"G"
"4964","1923-08-04",110,"G"
"4965","1923-08-05",108,"G"
"4966","1923-08-06",108,"G"
"4967","1923-08-07",107,"G"
"4968","1923-08-08",103,"G"
"4969","1923-08-09",105,"G"
"4970","1923-08-10",110,"G"
"4971","1923-08-11",110,"G"
"4972","1923-08-12",111,"G"
"4973","1923-08-13",107,"G"
"4974","1923-08-14",103,"G"
"4975","1923-08-15",101,"G"
"4976","1923-08-16",100,"G"
"4977","1923-08-17",100,"G"
"4978","1923-08-18",97,"G"
"4979","1923-08-19",92,"G"
"4980","1923-08-20",89,"G"
"4981","1923-08-21",84,"G"
"4982","1923-08-22",83,"G"
"4983","1923-08-23",86,"G"
"4984","1923-08-24",95,"G"
"4985","1923-08-25",111,"G"
"4986","1923-08-26",114,"G"
"4987","1923-08-27",128,"G"
"4988","1923-08-28",173,"G"
"4989","1923-08-29",197,"G"
"4990","1923-08-30",196,"G"
"4991","1923-08-31",183,"G"
"4992","1923-09-01",171,"G"
"4993","1923-09-02",163,"G"
"4994","1923-09-03",168,"G"
"4995","1923-09-04",204,"G"
"4996","1923-09-05",226,"G"
"4997","1923-09-06",219,"G"
"4998","1923-09-07",210,"G"
"4999","1923-09-08",201,"G"
"5000","1923-09-09",184,"G"
"5001","1923-09-10",173,"G"
"5002","1923-09-11",160,"G"
"5003","1923-09-12",148,"G"
"5004","1923-09-13",157,"G"
"5005","1923-09-14",168,"G"
"5006","1923-09-15",163,"G"
"5007","1923-09-16",154,"G"
"5008","1923-09-17",173,"G"
"5009","1923-09-18",210,"G"
"5010","1923-09-19",215,"G"
"5011","1923-09-20",232,"G"
"5012","1923-09-21",253,"G"
"5013","1923-09-22",245,"G"
"5014","1923-09-23",220,"G"
"5015","1923-09-24",210,"G"
"5016","1923-09-25",217,"G"
"5017","1923-09-26",217,"G"
"5018","1923-09-27",206,"G"
"5019","1923-09-28",194,"G"
"5020","1923-09-29",183,"G"
"5021","1923-09-30",186,"G"
"5022","1923-10-01",203,"G"
"5023","1923-10-02",192,"G"
"5024","1923-10-03",183,"G"
"5025","1923-10-04",175,"G"
"5026","1923-10-05",159,"G"
"5027","1923-10-06",148,"G"
"5028","1923-10-07",139,"G"
"5029","1923-10-08",135,"G"
"5030","1923-10-09",129,"G"
"5031","1923-10-10",139,"G"
"5032","1923-10-11",176,"G"
"5033","1923-10-12",208,"G"
"5034","1923-10-13",196,"G"
"5035","1923-10-14",187,"G"
"5036","1923-10-15",199,"G"
"5037","1923-10-16",204,"G"
"5038","1923-10-17",194,"G"
"5039","1923-10-18",179,"G"
"5040","1923-10-19",163,"G"
"5041","1923-10-20",151,"G"
"5042","1923-10-21",155,"G"
"5043","1923-10-22",192,"G"
"5044","1923-10-23",263,"G"
"5045","1923-10-24",433,"G"
"5046","1923-10-25",453,"G"
"5047","1923-10-26",418,"G"
"5048","1923-10-27",362,"G"
"5049","1923-10-28",303,"G"
"5050","1923-10-29",276,"G"
"5051","1923-10-30",355,"G"
"5052","1923-10-31",490,"G"
"5053","1923-11-01",466,"G"
"5054","1923-11-02",384,"G"
"5055","1923-11-03",323,"G"
"5056","1923-11-04",284,"G"
"5057","1923-11-05",267,"G"
"5058","1923-11-06",245,"G"
"5059","1923-11-07",219,"G"
"5060","1923-11-08",189,"G"
"5061","1923-11-09",178,"G"
"5062","1923-11-10",157,"G"
"5063","1923-11-11",151,"G"
"5064","1923-11-12",160,"G"
"5065","1923-11-13",157,"G"
"5066","1923-11-14",151,"G"
"5067","1923-11-15",152,"G"
"5068","1923-11-16",159,"G"
"5069","1923-11-17",165,"G"
"5070","1923-11-18",160,"G"
"5071","1923-11-19",149,"G"
"5072","1923-11-20",145,"G"
"5073","1923-11-21",138,"G"
"5074","1923-11-22",105,"G"
"5075","1923-11-23",60,"G"
"5076","1923-11-24",80,"G"
"5077","1923-11-25",80,"G"
"5078","1923-11-26",80,"G"
"5079","1923-11-27",80,"G"
"5080","1923-11-28",80,"G"
"5081","1923-11-29",81,"G"
"5082","1923-11-30",81,"G"
"5083","1923-12-01",81,"G"
"5084","1923-12-02",81,"G"
"5085","1923-12-03",80,"G"
"5086","1923-12-04",80,"G"
"5087","1923-12-05",80,"G"
"5088","1923-12-06",80,"G"
"5089","1923-12-07",79,"G"
"5090","1923-12-08",79,"G"
"5091","1923-12-09",78,"G"
"5092","1923-12-10",78,"G"
"5093","1923-12-11",77,"G"
"5094","1923-12-12",77,"G"
"5095","1923-12-13",76,"G"
"5096","1923-12-14",76,"G"
"5097","1923-12-15",75,"G"
"5098","1923-12-16",73,"G"
"5099","1923-12-17",71,"G"
"5100","1923-12-18",69,"G"
"5101","1923-12-19",66,"G"
"5102","1923-12-20",64,"G"
"5103","1923-12-21",63,"G"
"5104","1923-12-22",62,"G"
"5105","1923-12-23",60,"G"
"5106","1923-12-24",58,"G"
"5107","1923-12-25",56,"G"
"5108","1923-12-26",54,"G"
"5109","1923-12-27",52,"G"
"5110","1923-12-28",50,"G"
"5111","1923-12-29",49,"G"
"5112","1923-12-30",48,"G"
"5113","1923-12-31",47,"G"
"5114","1924-01-01",47,"G"
"5115","1924-01-02",46,"G"
"5116","1924-01-03",46,"G"
"5117","1924-01-04",45,"G"
"5118","1924-01-05",44,"G"
"5119","1924-01-06",44,"G"
"5120","1924-01-07",43,"G"
"5121","1924-01-08",43,"G"
"5122","1924-01-09",42,"G"
"5123","1924-01-10",42,"G"
"5124","1924-01-11",41,"G"
"5125","1924-01-12",41,"G"
"5126","1924-01-13",41,"G"
"5127","1924-01-14",40,"G"
"5128","1924-01-15",40,"G"
"5129","1924-01-16",40,"G"
"5130","1924-01-17",39,"G"
"5131","1924-01-18",39,"G"
"5132","1924-01-19",39,"G"
"5133","1924-01-20",38,"G"
"5134","1924-01-21",38,"G"
"5135","1924-01-22",38,"G"
"5136","1924-01-23",38,"G"
"5137","1924-01-24",38,"G"
"5138","1924-01-25",37,"G"
