"","Datum (svensk sommartid)","Vattenföring","Kvalitet"
"3498","1919-07-30",88,"G"
"3499","1919-07-31",79,"G"
"3500","1919-08-01",75,"G"
"3501","1919-08-02",75,"G"
"3502","1919-08-03",74,"G"
"3503","1919-08-04",76,"G"
"3504","1919-08-05",79,"G"
"3505","1919-08-06",92,"G"
"3506","1919-08-07",91,"G"
"3507","1919-08-08",77,"G"
"3508","1919-08-09",72,"G"
"3509","1919-08-10",67,"G"
"3510","1919-08-11",65,"G"
"3511","1919-08-12",64,"G"
"3512","1919-08-13",60,"G"
"3513","1919-08-14",60,"G"
"3514","1919-08-15",60,"G"
"3515","1919-08-16",57,"G"
"3516","1919-08-17",53,"G"
"3517","1919-08-18",53,"G"
"3518","1919-08-19",52,"G"
"3519","1919-08-20",52,"G"
"3520","1919-08-21",51,"G"
"3521","1919-08-22",55,"G"
"3522","1919-08-23",55,"G"
"3523","1919-08-24",55,"G"
"3524","1919-08-25",55,"G"
"3525","1919-08-26",53,"G"
"3526","1919-08-27",52,"G"
"3527","1919-08-28",53,"G"
"3528","1919-08-29",58,"G"
"3529","1919-08-30",82,"G"
"3530","1919-08-31",105,"G"
"3531","1919-09-01",108,"G"
"3532","1919-09-02",105,"G"
"3533","1919-09-03",102,"G"
"3534","1919-09-04",92,"G"
"3535","1919-09-05",84,"G"
"3536","1919-09-06",78,"G"
"3537","1919-09-07",73,"G"
"3538","1919-09-08",69,"G"
"3539","1919-09-09",67,"G"
"3540","1919-09-10",66,"G"
"3541","1919-09-11",64,"G"
"3542","1919-09-12",60,"G"
"3543","1919-09-13",58,"G"
"3544","1919-09-14",56,"G"
"3545","1919-09-15",54,"G"
"3546","1919-09-16",52,"G"
"3547","1919-09-17",51,"G"
"3548","1919-09-18",49,"G"
"3549","1919-09-19",52,"G"
"3550","1919-09-20",55,"G"
"3551","1919-09-21",64,"G"
"3552","1919-09-22",82,"G"
"3553","1919-09-23",118,"G"
"3554","1919-09-24",128,"G"
"3555","1919-09-25",124,"G"
"3556","1919-09-26",123,"G"
"3557","1919-09-27",124,"G"
"3558","1919-09-28",125,"G"
"3559","1919-09-29",129,"G"
"3560","1919-09-30",127,"G"
"3561","1919-10-01",118,"G"
"3562","1919-10-02",110,"G"
"3563","1919-10-03",102,"G"
"3564","1919-10-04",96,"G"
"3565","1919-10-05",94,"G"
"3566","1919-10-06",91,"G"
"3567","1919-10-07",92,"G"
"3568","1919-10-08",88,"G"
"3569","1919-10-09",86,"G"
"3570","1919-10-10",81,"G"
"3571","1919-10-11",78,"G"
"3572","1919-10-12",76,"G"
"3573","1919-10-13",73,"G"
"3574","1919-10-14",72,"G"
"3575","1919-10-15",71,"G"
"3576","1919-10-16",70,"G"
"3577","1919-10-17",68,"G"
"3578","1919-10-18",66,"G"
"3579","1919-10-19",63,"G"
"3580","1919-10-20",63,"G"
"3581","1919-10-21",64,"G"
"3582","1919-10-22",63,"G"
"3583","1919-10-23",62,"G"
"3584","1919-10-24",62,"G"
"3585","1919-10-25",63,"G"
"3586","1919-10-26",64,"G"
"3587","1919-10-27",65,"G"
"3588","1919-10-28",64,"G"
"3589","1919-10-29",64,"G"
"3590","1919-10-30",62,"G"
"3591","1919-10-31",60,"G"
"3592","1919-11-01",60,"G"
"3593","1919-11-02",60,"G"
"3594","1919-11-03",62,"G"
"3595","1919-11-04",63,"G"
"3596","1919-11-05",59,"G"
"3597","1919-11-06",42,"G"
"3598","1919-11-07",31,"G"
"3599","1919-11-08",30,"G"
"3600","1919-11-09",30,"G"
"3601","1919-11-10",30,"G"
"3602","1919-11-11",30,"G"
"3603","1919-11-12",30,"G"
"3604","1919-11-13",30,"G"
"3605","1919-11-14",30,"G"
"3606","1919-11-15",30,"G"
"3607","1919-11-16",29,"G"
"3608","1919-11-17",29,"G"
"3609","1919-11-18",29,"G"
"3610","1919-11-19",29,"G"
"3611","1919-11-20",29,"G"
"3612","1919-11-21",29,"G"
"3613","1919-11-22",30,"G"
"3614","1919-11-23",31,"G"
"3615","1919-11-24",32,"G"
"3616","1919-11-25",33,"G"
"3617","1919-11-26",34,"G"
"3618","1919-11-27",35,"G"
"3619","1919-11-28",36,"G"
"3620","1919-11-29",36,"G"
"3621","1919-11-30",37,"G"
"3622","1919-12-01",37,"G"
"3623","1919-12-02",36,"G"
"3624","1919-12-03",36,"G"
"3625","1919-12-04",36,"G"
"3626","1919-12-05",36,"G"
"3627","1919-12-06",36,"G"
"3628","1919-12-07",35,"G"
"3629","1919-12-08",35,"G"
"3630","1919-12-09",35,"G"
"3631","1919-12-10",34,"G"
"3632","1919-12-11",34,"G"
"3633","1919-12-12",34,"G"
"3634","1919-12-13",33,"G"
"3635","1919-12-14",32,"G"
"3636","1919-12-15",32,"G"
"3637","1919-12-16",31,"G"
"3638","1919-12-17",31,"G"
"3639","1919-12-18",30,"G"
"3640","1919-12-19",30,"G"
"3641","1919-12-20",30,"G"
"3642","1919-12-21",30,"G"
"3643","1919-12-22",29,"G"
"3644","1919-12-23",29,"G"
"3645","1919-12-24",29,"G"
"3646","1919-12-25",28,"G"
"3647","1919-12-26",28,"G"
"3648","1919-12-27",28,"G"
"3649","1919-12-28",28,"G"
"3650","1919-12-29",28,"G"
"3651","1919-12-30",27,"G"
"3652","1919-12-31",27,"G"
"3653","1920-01-01",27,"G"
"3654","1920-01-02",27,"G"
"3655","1920-01-03",28,"G"
"3656","1920-01-04",28,"G"
"3657","1920-01-05",28,"G"
"3658","1920-01-06",28,"G"
"3659","1920-01-07",28,"G"
"3660","1920-01-08",28,"G"
"3661","1920-01-09",28,"G"
"3662","1920-01-10",29,"G"
"3663","1920-01-11",29,"G"
"3664","1920-01-12",29,"G"
"3665","1920-01-13",30,"G"
"3666","1920-01-14",30,"G"
"3667","1920-01-15",31,"G"
"3668","1920-01-16",31,"G"
"3669","1920-01-17",31,"G"
"3670","1920-01-18",32,"G"
"3671","1920-01-19",32,"G"
"3672","1920-01-20",32,"G"
"3673","1920-01-21",32,"G"
"3674","1920-01-22",32,"G"
"3675","1920-01-23",32,"G"
"3676","1920-01-24",33,"G"
"3677","1920-01-25",33,"G"
"3678","1920-01-26",33,"G"
"3679","1920-01-27",33,"G"
"3680","1920-01-28",34,"G"
"3681","1920-01-29",34,"G"
"3682","1920-01-30",34,"G"
"3683","1920-01-31",34,"G"
"3684","1920-02-01",35,"G"
"3685","1920-02-02",35,"G"
"3686","1920-02-03",35,"G"
"3687","1920-02-04",35,"G"
"3688","1920-02-05",35,"G"
"3689","1920-02-06",35,"G"
"3690","1920-02-07",35,"G"
"3691","1920-02-08",35,"G"
"3692","1920-02-09",35,"G"
"3693","1920-02-10",35,"G"
"3694","1920-02-11",35,"G"
"3695","1920-02-12",35,"G"
"3696","1920-02-13",35,"G"
"3697","1920-02-14",34,"G"
"3698","1920-02-15",34,"G"
"3699","1920-02-16",34,"G"
"3700","1920-02-17",34,"G"
"3701","1920-02-18",34,"G"
"3702","1920-02-19",34,"G"
"3703","1920-02-20",34,"G"
"3704","1920-02-21",34,"G"
"3705","1920-02-22",34,"G"
"3706","1920-02-23",33,"G"
"3707","1920-02-24",33,"G"
"3708","1920-02-25",33,"G"
"3709","1920-02-26",33,"G"
"3710","1920-02-27",33,"G"
"3711","1920-02-28",33,"G"
"3712","1920-02-29",33,"G"
"3713","1920-03-01",33,"G"
"3714","1920-03-02",33,"G"
"3715","1920-03-03",33,"G"
"3716","1920-03-04",34,"G"
"3717","1920-03-05",34,"G"
"3718","1920-03-06",34,"G"
"3719","1920-03-07",34,"G"
"3720","1920-03-08",34,"G"
"3721","1920-03-09",39,"G"
"3722","1920-03-10",44,"G"
"3723","1920-03-11",50,"G"
"3724","1920-03-12",60,"G"
"3725","1920-03-13",68,"G"
"3726","1920-03-14",68,"G"
"3727","1920-03-15",68,"G"
"3728","1920-03-16",67,"G"
"3729","1920-03-17",66,"G"
"3730","1920-03-18",64,"G"
"3731","1920-03-19",62,"G"
"3732","1920-03-20",67,"G"
"3733","1920-03-21",71,"G"
"3734","1920-03-22",73,"G"
"3735","1920-03-23",77,"G"
"3736","1920-03-24",77,"G"
"3737","1920-03-25",78,"G"
"3738","1920-03-26",83,"G"
"3739","1920-03-27",95,"G"
"3740","1920-03-28",105,"G"
"3741","1920-03-29",125,"G"
"3742","1920-03-30",154,"G"
"3743","1920-03-31",168,"G"
"3744","1920-04-01",206,"G"
"3745","1920-04-02",243,"G"
"3746","1920-04-03",253,"G"
"3747","1920-04-04",261,"G"
"3748","1920-04-05",263,"G"
"3749","1920-04-06",261,"G"
"3750","1920-04-07",253,"G"
"3751","1920-04-08",239,"G"
"3752","1920-04-09",239,"G"
"3753","1920-04-10",255,"G"
"3754","1920-04-11",241,"G"
"3755","1920-04-12",237,"G"
"3756","1920-04-13",213,"G"
"3757","1920-04-14",197,"G"
"3758","1920-04-15",192,"G"
"3759","1920-04-16",215,"G"
"3760","1920-04-17",325,"G"
"3761","1920-04-18",474,"G"
"3762","1920-04-19",546,"G"
"3763","1920-04-20",513,"G"
"3764","1920-04-21",453,"G"
"3765","1920-04-22",381,"G"
"3766","1920-04-23",305,"G"
"3767","1920-04-24",271,"G"
"3768","1920-04-25",261,"G"
"3769","1920-04-26",251,"G"
"3770","1920-04-27",271,"G"
"3771","1920-04-28",301,"G"
"3772","1920-04-29",332,"G"
"3773","1920-04-30",334,"G"
"3774","1920-05-01",341,"G"
"3775","1920-05-02",323,"G"
"3776","1920-05-03",278,"G"
"3777","1920-05-04",297,"G"
"3778","1920-05-05",367,"G"
"3779","1920-05-06",448,"G"
"3780","1920-05-07",497,"G"
"3781","1920-05-08",513,"G"
"3782","1920-05-09",530,"G"
"3783","1920-05-10",543,"G"
"3784","1920-05-11",557,"G"
"3785","1920-05-12",519,"G"
"3786","1920-05-13",484,"G"
"3787","1920-05-14",477,"G"
"3788","1920-05-15",540,"G"
"3789","1920-05-16",615,"G"
"3790","1920-05-17",615,"G"
"3791","1920-05-18",603,"G"
"3792","1920-05-19",631,"G"
"3793","1920-05-20",722,"G"
"3794","1920-05-21",809,"G"
"3795","1920-05-22",863,"G"
"3796","1920-05-23",831,"G"
"3797","1920-05-24",759,"G"
"3798","1920-05-25",689,"G"
"3799","1920-05-26",631,"G"
"3800","1920-05-27",598,"G"
"3801","1920-05-28",557,"G"
"3802","1920-05-29",511,"G"
"3803","1920-05-30",471,"G"
"3804","1920-05-31",445,"G"
"3805","1920-06-01",420,"G"
"3806","1920-06-02",403,"G"
"3807","1920-06-03",388,"G"
"3808","1920-06-04",393,"G"
"3809","1920-06-05",352,"G"
"3810","1920-06-06",318,"G"
"3811","1920-06-07",280,"G"
"3812","1920-06-08",253,"G"
"3813","1920-06-09",232,"G"
"3814","1920-06-10",210,"G"
"3815","1920-06-11",206,"G"
"3816","1920-06-12",204,"G"
"3817","1920-06-13",199,"G"
"3818","1920-06-14",186,"G"
"3819","1920-06-15",173,"G"
"3820","1920-06-16",163,"G"
"3821","1920-06-17",154,"G"
"3822","1920-06-18",148,"G"
"3823","1920-06-19",141,"G"
"3824","1920-06-20",135,"G"
"3825","1920-06-21",135,"G"
"3826","1920-06-22",128,"G"
"3827","1920-06-23",123,"G"
"3828","1920-06-24",123,"G"
"3829","1920-06-25",129,"G"
"3830","1920-06-26",139,"G"
"3831","1920-06-27",149,"G"
"3832","1920-06-28",160,"G"
"3833","1920-06-29",170,"G"
"3834","1920-06-30",152,"G"
"3835","1920-07-01",145,"G"
"3836","1920-07-02",136,"G"
"3837","1920-07-03",131,"G"
"3838","1920-07-04",125,"G"
"3839","1920-07-05",120,"G"
"3840","1920-07-06",121,"G"
"3841","1920-07-07",119,"G"
"3842","1920-07-08",115,"G"
"3843","1920-07-09",112,"G"
"3844","1920-07-10",110,"G"
"3845","1920-07-11",105,"G"
"3846","1920-07-12",100,"G"
"3847","1920-07-13",96,"G"
"3848","1920-07-14",92,"G"
"3849","1920-07-15",90,"G"
"3850","1920-07-16",87,"G"
"3851","1920-07-17",84,"G"
"3852","1920-07-18",83,"G"
"3853","1920-07-19",83,"G"
"3854","1920-07-20",82,"G"
"3855","1920-07-21",86,"G"
"3856","1920-07-22",84,"G"
"3857","1920-07-23",81,"G"
"3858","1920-07-24",77,"G"
"3859","1920-07-25",86,"G"
"3860","1920-07-26",123,"G"
"3861","1920-07-27",183,"G"
"3862","1920-07-28",196,"G"
"3863","1920-07-29",226,"G"
"3864","1920-07-30",217,"G"
"3865","1920-07-31",197,"G"
"3866","1920-08-01",178,"G"
"3867","1920-08-02",167,"G"
"3868","1920-08-03",155,"G"
"3869","1920-08-04",146,"G"
"3870","1920-08-05",141,"G"
"3871","1920-08-06",136,"G"
"3872","1920-08-07",160,"G"
"3873","1920-08-08",224,"G"
"3874","1920-08-09",271,"G"
"3875","1920-08-10",245,"G"
"3876","1920-08-11",208,"G"
"3877","1920-08-12",183,"G"
"3878","1920-08-13",167,"G"
"3879","1920-08-14",154,"G"
"3880","1920-08-15",145,"G"
"3881","1920-08-16",135,"G"
"3882","1920-08-17",128,"G"
"3883","1920-08-18",123,"G"
"3884","1920-08-19",121,"G"
"3885","1920-08-20",159,"G"
"3886","1920-08-21",307,"G"
"3887","1920-08-22",535,"G"
"3888","1920-08-23",740,"G"
"3889","1920-08-24",778,"G"
"3890","1920-08-25",631,"G"
"3891","1920-08-26",464,"G"
"3892","1920-08-27",350,"G"
"3893","1920-08-28",297,"G"
"3894","1920-08-29",251,"G"
"3895","1920-08-30",219,"G"
"3896","1920-08-31",199,"G"
"3897","1920-09-01",183,"G"
"3898","1920-09-02",168,"G"
"3899","1920-09-03",157,"G"
"3900","1920-09-04",148,"G"
"3901","1920-09-05",143,"G"
"3902","1920-09-06",179,"G"
"3903","1920-09-07",332,"G"
"3904","1920-09-08",345,"G"
"3905","1920-09-09",286,"G"
"3906","1920-09-10",245,"G"
"3907","1920-09-11",210,"G"
"3908","1920-09-12",194,"G"
"3909","1920-09-13",203,"G"
"3910","1920-09-14",203,"G"
"3911","1920-09-15",186,"G"
"3912","1920-09-16",167,"G"
"3913","1920-09-17",157,"G"
"3914","1920-09-18",163,"G"
"3915","1920-09-19",197,"G"
"3916","1920-09-20",309,"G"
"3917","1920-09-21",403,"G"
"3918","1920-09-22",388,"G"
"3919","1920-09-23",314,"G"
"3920","1920-09-24",253,"G"
"3921","1920-09-25",220,"G"
"3922","1920-09-26",199,"G"
"3923","1920-09-27",187,"G"
"3924","1920-09-28",176,"G"
"3925","1920-09-29",168,"G"
"3926","1920-09-30",157,"G"
"3927","1920-10-01",151,"G"
"3928","1920-10-02",142,"G"
"3929","1920-10-03",136,"G"
"3930","1920-10-04",131,"G"
"3931","1920-10-05",127,"G"
"3932","1920-10-06",123,"G"
"3933","1920-10-07",118,"G"
"3934","1920-10-08",115,"G"
"3935","1920-10-09",111,"G"
"3936","1920-10-10",107,"G"
"3937","1920-10-11",103,"G"
"3938","1920-10-12",101,"G"
"3939","1920-10-13",98,"G"
"3940","1920-10-14",96,"G"
"3941","1920-10-15",94,"G"
"3942","1920-10-16",92,"G"
"3943","1920-10-17",90,"G"
"3944","1920-10-18",88,"G"
"3945","1920-10-19",86,"G"
"3946","1920-10-20",83,"G"
"3947","1920-10-21",81,"G"
"3948","1920-10-22",79,"G"
"3949","1920-10-23",78,"G"
"3950","1920-10-24",77,"G"
"3951","1920-10-25",77,"G"
"3952","1920-10-26",74,"G"
"3953","1920-10-27",72,"G"
"3954","1920-10-28",71,"G"
"3955","1920-10-29",70,"G"
"3956","1920-10-30",69,"G"
"3957","1920-10-31",67,"G"
"3958","1920-11-01",66,"G"
"3959","1920-11-02",56,"G"
"3960","1920-11-03",45,"G"
"3961","1920-11-04",55,"G"
"3962","1920-11-05",55,"G"
"3963","1920-11-06",56,"G"
"3964","1920-11-07",62,"G"
"3965","1920-11-08",64,"G"
"3966","1920-11-09",62,"G"
"3967","1920-11-10",60,"G"
"3968","1920-11-11",60,"G"
"3969","1920-11-12",57,"G"
"3970","1920-11-13",53,"G"
"3971","1920-11-14",60,"G"
"3972","1920-11-15",74,"G"
"3973","1920-11-16",95,"G"
"3974","1920-11-17",105,"G"
"3975","1920-11-18",100,"G"
"3976","1920-11-19",81,"G"
"3977","1920-11-20",68,"G"
"3978","1920-11-21",60,"G"
"3979","1920-11-22",74,"G"
"3980","1920-11-23",75,"G"
"3981","1920-11-24",67,"G"
"3982","1920-11-25",39,"G"
"3983","1920-11-26",34,"G"
"3984","1920-11-27",29,"G"
"3985","1920-11-28",29,"G"
"3986","1920-11-29",29,"G"
"3987","1920-11-30",29,"G"
"3988","1920-12-01",29,"G"
"3989","1920-12-02",29,"G"
"3990","1920-12-03",28,"G"
"3991","1920-12-04",28,"G"
"3992","1920-12-05",28,"G"
"3993","1920-12-06",28,"G"
"3994","1920-12-07",28,"G"
"3995","1920-12-08",28,"G"
"3996","1920-12-09",28,"G"
"3997","1920-12-10",27,"G"
"3998","1920-12-11",27,"G"
"3999","1920-12-12",27,"G"
"4000","1920-12-13",27,"G"
"4001","1920-12-14",27,"G"
"4002","1920-12-15",27,"G"
"4003","1920-12-16",27,"G"
"4004","1920-12-17",26,"G"
"4005","1920-12-18",26,"G"
"4006","1920-12-19",26,"G"
"4007","1920-12-20",26,"G"
"4008","1920-12-21",26,"G"
"4009","1920-12-22",26,"G"
"4010","1920-12-23",26,"G"
"4011","1920-12-24",26,"G"
"4012","1920-12-25",25,"G"
"4013","1920-12-26",25,"G"
"4014","1920-12-27",25,"G"
"4015","1920-12-28",25,"G"
"4016","1920-12-29",25,"G"
"4017","1920-12-30",25,"G"
"4018","1920-12-31",25,"G"
"4019","1921-01-01",24,"G"
"4020","1921-01-02",24,"G"
"4021","1921-01-03",24,"G"
"4022","1921-01-04",24,"G"
"4023","1921-01-05",24,"G"
"4024","1921-01-06",24,"G"
"4025","1921-01-07",24,"G"
"4026","1921-01-08",24,"G"
"4027","1921-01-09",24,"G"
"4028","1921-01-10",24,"G"
"4029","1921-01-11",24,"G"
"4030","1921-01-12",24,"G"
"4031","1921-01-13",24,"G"
"4032","1921-01-14",24,"G"
"4033","1921-01-15",24,"G"
"4034","1921-01-16",25,"G"
"4035","1921-01-17",25,"G"
"4036","1921-01-18",25,"G"
"4037","1921-01-19",25,"G"
"4038","1921-01-20",25,"G"
"4039","1921-01-21",25,"G"
"4040","1921-01-22",25,"G"
"4041","1921-01-23",25,"G"
"4042","1921-01-24",25,"G"
"4043","1921-01-25",25,"G"
"4044","1921-01-26",25,"G"
"4045","1921-01-27",25,"G"
"4046","1921-01-28",25,"G"
"4047","1921-01-29",25,"G"
"4048","1921-01-30",25,"G"
"4049","1921-01-31",25,"G"
"4050","1921-02-01",25,"G"
"4051","1921-02-02",25,"G"
"4052","1921-02-03",25,"G"
"4053","1921-02-04",25,"G"
"4054","1921-02-05",25,"G"
"4055","1921-02-06",26,"G"
"4056","1921-02-07",26,"G"
"4057","1921-02-08",26,"G"
"4058","1921-02-09",26,"G"
"4059","1921-02-10",26,"G"
"4060","1921-02-11",26,"G"
"4061","1921-02-12",26,"G"
"4062","1921-02-13",26,"G"
"4063","1921-02-14",26,"G"
"4064","1921-02-15",26,"G"
"4065","1921-02-16",26,"G"
"4066","1921-02-17",26,"G"
"4067","1921-02-18",27,"G"
"4068","1921-02-19",27,"G"
"4069","1921-02-20",27,"G"
"4070","1921-02-21",27,"G"
"4071","1921-02-22",27,"G"
"4072","1921-02-23",28,"G"
"4073","1921-02-24",28,"G"
"4074","1921-02-25",28,"G"
"4075","1921-02-26",28,"G"
"4076","1921-02-27",28,"G"
"4077","1921-02-28",28,"G"
"4078","1921-03-01",29,"G"
"4079","1921-03-02",29,"G"
"4080","1921-03-03",29,"G"
"4081","1921-03-04",30,"G"
"4082","1921-03-05",30,"G"
"4083","1921-03-06",30,"G"
"4084","1921-03-07",31,"G"
"4085","1921-03-08",31,"G"
"4086","1921-03-09",32,"G"
"4087","1921-03-10",32,"G"
"4088","1921-03-11",33,"G"
"4089","1921-03-12",34,"G"
"4090","1921-03-13",34,"G"
"4091","1921-03-14",34,"G"
"4092","1921-03-15",35,"G"
"4093","1921-03-16",36,"G"
"4094","1921-03-17",40,"G"
"4095","1921-03-18",45,"G"
"4096","1921-03-19",50,"G"
"4097","1921-03-20",70,"G"
"4098","1921-03-21",80,"G"
"4099","1921-03-22",90,"G"
"4100","1921-03-23",90,"G"
"4101","1921-03-24",110,"G"
"4102","1921-03-25",120,"G"
"4103","1921-03-26",130,"G"
"4104","1921-03-27",140,"G"
"4105","1921-03-28",140,"G"
"4106","1921-03-29",120,"G"
"4107","1921-03-30",110,"G"
"4108","1921-03-31",102,"G"
"4109","1921-04-01",90,"G"
"4110","1921-04-02",95,"G"
"4111","1921-04-03",100,"G"
"4112","1921-04-04",112,"G"
"4113","1921-04-05",163,"G"
"4114","1921-04-06",206,"G"
"4115","1921-04-07",203,"G"
"4116","1921-04-08",173,"G"
"4117","1921-04-09",146,"G"
"4118","1921-04-10",139,"G"
"4119","1921-04-11",148,"G"
"4120","1921-04-12",155,"G"
"4121","1921-04-13",173,"G"
"4122","1921-04-14",187,"G"
"4123","1921-04-15",196,"G"
"4124","1921-04-16",197,"G"
"4125","1921-04-17",160,"G"
"4126","1921-04-18",136,"G"
"4127","1921-04-19",128,"G"
"4128","1921-04-20",107,"G"
"4129","1921-04-21",105,"G"
"4130","1921-04-22",103,"G"
"4131","1921-04-23",100,"G"
"4132","1921-04-24",102,"G"
"4133","1921-04-25",100,"G"
"4134","1921-04-26",100,"G"
"4135","1921-04-27",121,"G"
"4136","1921-04-28",213,"G"
"4137","1921-04-29",276,"G"
"4138","1921-04-30",297,"G"
"4139","1921-05-01",284,"G"
"4140","1921-05-02",245,"G"
"4141","1921-05-03",215,"G"
"4142","1921-05-04",241,"G"
"4143","1921-05-05",239,"G"
"4144","1921-05-06",208,"G"
"4145","1921-05-07",197,"G"
"4146","1921-05-08",192,"G"
"4147","1921-05-09",192,"G"
"4148","1921-05-10",211,"G"
"4149","1921-05-11",257,"G"
"4150","1921-05-12",251,"G"
"4151","1921-05-13",249,"G"
"4152","1921-05-14",263,"G"
"4153","1921-05-15",251,"G"
"4154","1921-05-16",241,"G"
"4155","1921-05-17",210,"G"
"4156","1921-05-18",213,"G"
"4157","1921-05-19",224,"G"
"4158","1921-05-20",210,"G"
"4159","1921-05-21",217,"G"
"4160","1921-05-22",197,"G"
"4161","1921-05-23",189,"G"
"4162","1921-05-24",183,"G"
"4163","1921-05-25",210,"G"
"4164","1921-05-26",199,"G"
"4165","1921-05-27",176,"G"
"4166","1921-05-28",162,"G"
"4167","1921-05-29",148,"G"
"4168","1921-05-30",143,"G"
"4169","1921-05-31",131,"G"
"4170","1921-06-01",131,"G"
"4171","1921-06-02",138,"G"
"4172","1921-06-03",136,"G"
"4173","1921-06-04",139,"G"
"4174","1921-06-05",136,"G"
"4175","1921-06-06",135,"G"
"4176","1921-06-07",121,"G"
"4177","1921-06-08",114,"G"
"4178","1921-06-09",108,"G"
"4179","1921-06-10",115,"G"
"4180","1921-06-11",114,"G"
"4181","1921-06-12",116,"G"
"4182","1921-06-13",131,"G"
"4183","1921-06-14",134,"G"
"4184","1921-06-15",128,"G"
"4185","1921-06-16",136,"G"
"4186","1921-06-17",124,"G"
"4187","1921-06-18",115,"G"
"4188","1921-06-19",128,"G"
"4189","1921-06-20",125,"G"
"4190","1921-06-21",120,"G"
"4191","1921-06-22",118,"G"
"4192","1921-06-23",108,"G"
"4193","1921-06-24",98,"G"
"4194","1921-06-25",95,"G"
"4195","1921-06-26",88,"G"
"4196","1921-06-27",87,"G"
"4197","1921-06-28",82,"G"
"4198","1921-06-29",79,"G"
"4199","1921-06-30",78,"G"
"4200","1921-07-01",76,"G"
"4201","1921-07-02",75,"G"
"4202","1921-07-03",76,"G"
"4203","1921-07-04",77,"G"
"4204","1921-07-05",76,"G"
"4205","1921-07-06",74,"G"
"4206","1921-07-07",70,"G"
"4207","1921-07-08",67,"G"
"4208","1921-07-09",65,"G"
"4209","1921-07-10",65,"G"
"4210","1921-07-11",61,"G"
"4211","1921-07-12",60,"G"
"4212","1921-07-13",58,"G"
"4213","1921-07-14",57,"G"
"4214","1921-07-15",56,"G"
"4215","1921-07-16",55,"G"
"4216","1921-07-17",55,"G"
"4217","1921-07-18",53,"G"
"4218","1921-07-19",51,"G"
"4219","1921-07-20",51,"G"
"4220","1921-07-21",50,"G"
"4221","1921-07-22",51,"G"
"4222","1921-07-23",59,"G"
"4223","1921-07-24",71,"G"
"4224","1921-07-25",76,"G"
"4225","1921-07-26",76,"G"
"4226","1921-07-27",78,"G"
"4227","1921-07-28",76,"G"
"4228","1921-07-29",75,"G"
"4229","1921-07-30",74,"G"
"4230","1921-07-31",71,"G"
"4231","1921-08-01",75,"G"
"4232","1921-08-02",79,"G"
"4233","1921-08-03",77,"G"
"4234","1921-08-04",73,"G"
"4235","1921-08-05",67,"G"
"4236","1921-08-06",65,"G"
"4237","1921-08-07",66,"G"
"4238","1921-08-08",71,"G"
"4239","1921-08-09",78,"G"
"4240","1921-08-10",92,"G"
"4241","1921-08-11",89,"G"
"4242","1921-08-12",86,"G"
"4243","1921-08-13",84,"G"
"4244","1921-08-14",81,"G"
"4245","1921-08-15",82,"G"
"4246","1921-08-16",95,"G"
"4247","1921-08-17",134,"G"
"4248","1921-08-18",196,"G"
"4249","1921-08-19",224,"G"
"4250","1921-08-20",224,"G"
"4251","1921-08-21",199,"G"
"4252","1921-08-22",168,"G"
"4253","1921-08-23",149,"G"
"4254","1921-08-24",131,"G"
"4255","1921-08-25",124,"G"
"4256","1921-08-26",120,"G"
"4257","1921-08-27",128,"G"
"4258","1921-08-28",167,"G"
"4259","1921-08-29",173,"G"
"4260","1921-08-30",170,"G"
"4261","1921-08-31",196,"G"
"4262","1921-09-01",232,"G"
"4263","1921-09-02",230,"G"
"4264","1921-09-03",206,"G"
"4265","1921-09-04",204,"G"
"4266","1921-09-05",251,"G"
"4267","1921-09-06",286,"G"
"4268","1921-09-07",267,"G"
"4269","1921-09-08",235,"G"
"4270","1921-09-09",219,"G"
"4271","1921-09-10",199,"G"
"4272","1921-09-11",192,"G"
"4273","1921-09-12",181,"G"
"4274","1921-09-13",173,"G"
"4275","1921-09-14",163,"G"
"4276","1921-09-15",157,"G"
"4277","1921-09-16",151,"G"
"4278","1921-09-17",157,"G"
"4279","1921-09-18",199,"G"
"4280","1921-09-19",210,"G"
"4281","1921-09-20",186,"G"
"4282","1921-09-21",167,"G"
"4283","1921-09-22",154,"G"
"4284","1921-09-23",142,"G"
"4285","1921-09-24",135,"G"
"4286","1921-09-25",128,"G"
"4287","1921-09-26",123,"G"
"4288","1921-09-27",118,"G"
"4289","1921-09-28",112,"G"
"4290","1921-09-29",108,"G"
"4291","1921-09-30",105,"G"
"4292","1921-10-01",100,"G"
"4293","1921-10-02",97,"G"
"4294","1921-10-03",95,"G"
"4295","1921-10-04",95,"G"
"4296","1921-10-05",100,"G"
"4297","1921-10-06",102,"G"
"4298","1921-10-07",101,"G"
"4299","1921-10-08",100,"G"
"4300","1921-10-09",96,"G"
"4301","1921-10-10",100,"G"
"4302","1921-10-11",102,"G"
"4303","1921-10-12",100,"G"
"4304","1921-10-13",96,"G"
"4305","1921-10-14",94,"G"
"4306","1921-10-15",100,"G"
"4307","1921-10-16",116,"G"
"4308","1921-10-17",131,"G"
"4309","1921-10-18",125,"G"
"4310","1921-10-19",116,"G"
"4311","1921-10-20",110,"G"
"4312","1921-10-21",110,"G"
"4313","1921-10-22",107,"G"
"4314","1921-10-23",102,"G"
"4315","1921-10-24",100,"G"
"4316","1921-10-25",91,"G"
"4317","1921-10-26",88,"G"
"4318","1921-10-27",86,"G"
